RG,SG,Series,Barcode,Date,Caption,General Description,Item,Ordered By,Owber,Colored,Height,Width,Pub/Printer,Condition
9026,000,001,508341,,,Portrait of George P. Fisher,,,,FALSE,12,9.5,,Foxing of edges
9026,000,001,508341,,Portrait of Governor Richard C McMullen with brief biographical sketch,,,,,FALSE,14,11,,Foxing of edges
9026,000,001,508341,,,Portrait of Dr. Henry Ridgley,,,,FALSE,12,9.5,,Foxing Spots
9026,000,001,508341,,Thomas Sackill Earl of Dorset,"Baron of Buckhurst, Lord High Treasurer of England, Chancellor of University of Oxford and Knight of the mast noble order of the garte",,,,FALSE,15,9.5,,Good
9026,000,001,508341,,Willard Saulsbury,,,,,FALSE,12,9.5,Engraving by G. Bather and Son Bklyn NY,Good
9026,000,001,508341,,Picture of Thomas F. Bayard looking to his left,,,,,FALSE,25,18.5,"S. Stokes and D. Lothrop Photographers, Philadelphia; Lithograph by O. Schnabel","Poor, strengthened by tissue paper lamination"
9026,000,001,508341,,"Lap-Pa-Win-Soe, a Delaware Chief",A Native American Chief in traditional dress,,,,TRUE,20.75,15,,Damage from being framed
9026,000,001,508341,,King Charles the 2nd Landing on the Beach at Dover,King Charles Greeting a large crowd gathered on the beach to meet him,,,,FALSE,13.5,17.25,"B. West, historical Painter","Good, in Mylar"
9026,000,001,508341,,"Picture of a man and a cat, gift of Ellis Smith the Artist in 1971",,,,,FALSE,20,16,,Good
9026,000,001,508341,,,"Picture of Lord Delaware, Thomas West",,,,FALSE,23,18.5,,Remnants from old frame have caused damage
9026,000,001,508341,,"William Penn, 1682",From the original picture painted for the Society for Commemoration the landing of William Penn on the shores of the Delaware October 1682,,,,FALSE,25,19.5,Vol. 3 Earle Carver and Gilder Philadelphia,Note says it was conserved in 2003
9026,000,001,508341,,Ulysses S. Grant,Picture of Ulysses S. Grant,,,,FALSE,17.75,15,,Broken into 6 pieces
9026,000,001,482508,12/31/1976,Non-Interest Revolutionary War Bond,"A replica of a war bond for Dover, for the Bicentennial",,,,FALSE,11.5,15.24,,Good
9026,000,001,482508,1976,Light Infantry Co. of Dover,"A replica of a Declaration of Commission (2 Copies), for the Bicentennial",,,,FALSE,15.5,13.5,,Good
9026,000,001,482508,,The Institution of the Society of the Cincinnati,A replica of the original document,,,,FALSE,18.5,18,,Good
9026,000,001,482508,1926,The Sesqui Centennial International Exposition,Certificate of recognition for Delaware's participation in the exposition,,,,FALSE,21,27,"E. A. Wright Co, Philadelphia",Good
9026,000,001,482508,,In Congress,"Replica of the Declaration of Independence, small history on the bottom",,,,FALSE,24,19,,Good
9026,000,001,482508,,In Congress,Replica of the Declaration of Independence,,,,FALSE,29.5,24.5,,Poor and on a heavy board
9026,000,001,508348,,"A Newsboys' Picnic, Wilmington, Delaware",A series of illustrations with captions depicting days' events.  Racist caricatures of blacks,,,,FALSE,7.75,11,,Some damage to edges
9026,000,001,508348,1876,"Delaware Building, Centennial International Exhibition",Picture of the Delaware Building featured in the Centennial International Exhibition in Philadelphia,,,,TRUE,7,9,"Tho Hunter, Lith. 716 Filbert St. Philadelphia","Fair, some mild discoloration"
9026,000,001,508348,,The American Holly - State Tree of Delaware,A Promotional package for additional prints that has illustrated picture of the State Tree,,,,TRUE,11.5,7,"The Mercantile Press, Inc.",Good
9026,000,001,508348,,"Hon. John Minor Botts, M. C. from VA",Engraved for the American Review,,,,FALSE,8.5,5.25,,"Some discoloration, torn on right side"
9026,000,001,508348,,"In the hope of immortality ,A. Campbell",Portrait of older gentleman,,,,FALSE,10.75,6.75,,"Fair, on mat"
9026,000,001,508348,,George W. Childs,Portrait of George W . Childs form the left side,,,,FALSE,10,6.5,"Suddards and Fennemors, Philadelphia, PA",Damage on right side from being taken from a book
9026,000,001,508348,,"Commencement Day, Yale College, July 26, 1860.  Rev. Jeremiah Day - Rev Theodore D. Woosley Prof. Benj Silliman",Picture of the three men seated together,,,,FALSE,6,9.5,On steel by John Sartain Philadelphia after Ambrotypes by Wells for the Electric,Fair
9026,000,001,508348,,"Robley Dunglison, M. D.",Professor of Institutes of Medicine in the Jefferson Medical College of Philadelphia,,,,FALSE,7.25,4.5,Engraved by A. H. Ritchie from a Daguerreotype by M. P. Simons,Fair
9026,000,001,508348,,"Hon Geo Evans, U. S. Senator from Maine",Engraved for the American Review,,,,FALSE,8.5,5.25,Powell,"Discoloration, damage to right side from being torn from a book"
9026,000,001,508348,,Franklin,"Portrait of Benjamin Franklin, scene entitled ""Declaration of Independence"" beneath portrait",,,,FALSE,9.5,6.75,J A Duplessis and W J Edwards,"Torn from book, some damage to left side"
9026,000,001,508348,,General U. S. Grant,Portrait in Military Dress,,,,FALSE,11,8.5,,Some small Tears
9026,000,001,508348,,His Excellency S. Huntingdon,President of Congress,Profile of left side,,,FALSE,5.25,4.25,,Wrinkled from being poorly placed on mat
9026,000,001,508348,1916,Andrew Jackson,"Portrait, facing left",,,,FALSE,8.5,5.5,,Good apparently cut out from a calendar
9026,000,001,508348,,"Andrew Jackson, Daniel Webster, Henry Clay",Picture of the three men sitting next to each other,,,,FALSE,6.5,9.5,John Sartain Philadelphia,Some damage to edges
9026,000,001,508348,1871,The Last of the Queves,"Portrait of Daniel Jano Esq of Cincinnati, Ohio",,,,FALSE,9.75,6.5,,Appears to be a book cover
9026,000,001,508348,1861,Thomas Macdonough,Oirtrautm seated in chair wearing military dress,,,,TRUE,11,8.5,Johnson Fry and Co Publishers New York,Damage from book glue and tape
9026,000,001,508348,,"Willie P. Mangum, U. S. Senator from North Carolina",Engraved by T. Doney for the American Review,,,,FALSE,9,5.25,Anthony Clark and Co,Right side torn when taken from book
9026,000,001,508348,,"""Mr. Micawber"" from ""David Copperfield""",After a painting by Frank Reynolds,,,,TRUE,9,6.25,Hodder and Stoughton,Tears from being taken from a book
9026,000,001,508348,12/02/1827,"Henry M. Ridgley, U. S. Senate, Washington City",Portrait in profile,,,,FALSE,10.5,6.75,G. Bather and Son Brooklyn NY,Discoloration and a small hole
9026,000,001,508348,,Thomas Samuel Stewart,,,,,FALSE,7.75,4.5,,"Poor, torn edges, damage from folding, discoloration"
9026,000,001,508348,1728,Marten Harpertsz,"Portrait, caption in Dutch, Ridder Lt Admiral Van olland en Westvries land",,,,FALSE,12.5,8.75,,Looks like torn from book
9026,000,001,508348,,George Washington,"Bust o George Washington, similar to U.S. quarter coin",,,,FALSE,8.5,7.25,,"Good, edges poorly cut"
9026,000,001,508350,1968,"Center Meeting, Centerville","Picture of the Center meeting house, a Quaker building from a Delaware Trust Company calendar",,,,FALSE,13,10,,Good
9026,000,001,508350,,"Prince George's Church, Dagsboro, Delaware, Built A. D. 1730","Picture of Prince George's church form the right, 2 copies, includes informational sheet",,,,FALSE,9.5,12.5,,Good
9026,000,001,508350,1974,Prince George Church,Prince George's Church (2 Copies) by Florio,,,,FALSE,15.5,10,,Good
9026,000,001,508350,c 1910,Delaware City,Picture of Delaware City C 1910,,,,TRUE,16,28,"U. S. Army Corps of Engineers, Philadelphia District",Good
9026,000,001,508350,1953,"Delaware State Archives, Hall of Records, Dover Delaware",Picture of the Hall of Records by H T MacNeill,,,,FALSE,11,14.5,,Some pencil markings and damage from framing tape
9026,000,001,508350,1956,For Mr. de Valenger (Hand written),"Picture of John Dickinson Mansion by H T MacNeill, labeled with ""#2""",,,,FALSE,11,14.5,,Some markings and damage to corners
9026,000,001,508350,1956,1740 Original House (Hand written),"Picture of John Dickinson Mansion by H T MacNeill, labeled with ""#3""",,,,FALSE,11,14.5,,Some markings and torn upper corner
9026,000,001,508350,1956,,"Picture of John Dickinson Mansion by H T MacNeill, labeled with ""#4""",,,,FALSE,11,14.5,,Some markings and corners damaged from acidic tape
9026,000,001,508350,1909,,Architect's water color rendering of proposed plan for restoration of the Old State House and Supreme Court,,,,TRUE,10.5,12.5,,"On damaged mat, watercolor severely faded"
9026,000,001,508350,1965,,Picture of Old State house and Supreme Court by Florio,,,,FALSE,12,19.5,,Good
9026,000,001,508350,10/1979,Season's Greetings,Picture of Old State House and Supreme Court in the Snow,,,,TRUE,17,22,,Some tears and markings
9026,000,001,508350,11/1981,Season's Greetings,Picture of City Hall in Dover in the Snow,,,,TRUE,17,22,Dover Litho Printing Co,Good
9026,000,001,508350,11/1982,Season's Greetings,Picture of Legislative in Dover in the Snow,,,,TRUE,16.5,22,Dover Litho Printing Co,Good
9026,000,001,508350,1930,,"""Kingston-Upon Hull"" House from the front at a distance, description on back of mat",,,,FALSE,17,15,,On acidic mat but otherwise good
9026,000,001,508350,1/23/1945,"Proposed Seaman's Memorial Lewes, Delaware",Shows three views on the proposed memorial,,,,TRUE,30,22,,Good
9026,000,001,508350,1730-1735,"Parson Thorne Mansion, Milford, Delaware 1730-1735",Picture of a mansion from the front right at a distance,,,,FALSE,11.25,15,,Good
9026,000,001,508350,10/15/1952,"Old Court House, New Castle Delaware","As shown in Latrobes' Survey, dated 1804",,,,FALSE,17,23,,Some wrinkles from folding
9026,000,001,508350,1967,1670 This is New Castle Delaware 1870,Shows historic buildings in New Castle with their names and dates (2 Copies),,,,TRUE,16,21,,Good
9026,000,001,508350,,,Picture of the Old Court House in New Castle,,,,FALSE,16,20,,Good
9026,000,001,508350,03/17/1962,The Saturday Evening Post,Cover of Magazine features Delaware Street in New Castle (3 Copies),,,,TRUE,13.5,10.5,,Fair
9026,000,001,508350,1951,New Castle During the Dutch Regime,"Picture of Old New Castle from above, large ship in river (9 Copies)",,,,FALSE,10,16,"Drawn by John B Mall, Jr.",Excellent
9026,000,001,508350,,,Picture of the Tile House,,,,TRUE,18.5,15,,"On acidic mat that has damaged work, watercolor faded"
9026,000,001,508343,1750's,,Print of Mahoe/Wallace Farm in the 1750's (2 Copies),,,,TRUE,11,17,,Excellent
9026,000,001,508350,1968,Belmont Hall,View of Belmont Hall from front from calendar of Delaware Trust Company,,,,FALSE,13,10,C. L. Story Co,Good
9026,000,001,508350,1964,Allee House,Picture of Allee House and grounds (6 Copies),,,,FALSE,14.5,20,,Good
9026,000,001,508350,1968,St. George's Chapel (Episcopal),"View of the Church, on a calendar for Delaware Trust Company",,,,FALSE,13,10,,Good
9026,000,001,508350,,,Silhouette of Brandywine Village School by Henry Law,,,,FALSE,16.5,12,,Mat has spotting
9026,000,001,508350,,,Silhouette of Old Swede's Church by Henry Law,,,,FALSE,16.5,12,,Mat has lots of spotting
9026,000,001,508350,,,Silhouette of Old Town Hall by Henry Law,,,,FALSE,16.5,12,,Mat has lots of spotting
9026,000,001,508350,,Representation of the Gas Works Wilmington Delaware,"A Newspaper print that has been colored by hand, shows works from across the river",,,,TRUE,7,11,,Some discoloration and fraying on edges
9026,000,001,508350,,Old Swede's Church,View of the front of the Church,,,,FALSE,11,8.5,,Good
9026,000,001,508350,,"Old Swede's Landmark Wilmington, Delaware",View of the two story building from the street,,,,FALSE,12.5,10,,"The John M. Rogers Press, Wilmington, Delaware"
9026,000,001,508350,,"Old Swede's Church Wilmington, Delaware",A view  of the Church from  a distance,,,,FALSE,12.5,10,"The John M Rogers Press, Wilmington Delaware",Lots of discoloration
9026,000,001,508350,,"Delaware Place, Residence of Ambassador Bayard",View of home from a distance,,,,FALSE,12,9.5,"The John M Rogers Press, Wilmington Delaware",Lots of wrinkles and spotting
9026,000,001,508350,1968,Grand Opera House,View of the Grand Opera House on a Calendar for Delaware Trust Company with a description on the back,,,,FALSE,12.75,10,,Good
9026,000,001,508350,1956,"No 1, Eleutherian Mills 1806 by Chas Dalmas","View of the Eleutherian Mills, known now as the Hagley Museum and Library",,,,FALSE,14,22,,Good
9026,000,001,508350,,Old Swede's Church in Moonlight,"Night time view of the Church from the Cemetery, by Peter Hurd",,,,FALSE,16,23,,Slight damage to edges
9026,000,001,508350,,"View of Wilmington, Delaware",View of Wilmington in 1851,,,,TRUE,15,24,"Lebanon Valley Offset Company, Annville, PA",Excellent
9026,000,001,508350,,Woodland Beach,"Picture of the hotel, pavilion, and park at Bombay Hook, Delaware Bay",,,,FALSE,17,22,,Good
9026,000,001,508350,,Woodland Beach,"Picture of the hotel, pavilion, and park at Bombay Hook, Delaware Bay (2 Positive Photostat copies)",,,,FALSE,25,19,"William Hart, Philadelphia",Good
9026,000,001,508350,,Woodland Beach,"Picture of the hotel, pavilion, and park at Bombay Hook, Delaware Bay",,,,TRUE,20,26,"William Hart, Philadelphia",Severely discolored
1325,000,231,508335,08/01/1861,Log of the Schooner Judge Harrington during the trip down the Delaware Bay from Wilmington stops at Fort Delaware and Cape Henlopen,,,,,FALSE,23.5,13.5,,Spotting
9026,000,001,508348,,"Mrs. Elizabeth Asbury, Mother of the Pioneer Bishop","Portrait of Mrs. Elizabeth Asbury with a book, engraved for the ladies repository",,,,FALSE,11,7,W. Wellstood,Torn on left side
9026,000,001,508348,,Thomas Jefferson,A portrait of Thomas Jefferson as an older man,,,,FALSE,8.5,5.5,Neagle,"Missing bottom right corner,  discolored"
9026,000,001,508343,12/30/1911,Degree of Flora,Certificate presented to Mrs. E R Messisk from the State Grange,,,,FALSE,15,19,"Lehman and Bolton, Philadelphia",Some spotting and discoloration
1325,003,147,508686,,"Discover Delaware, The State that started a Nation",Bumper sticker with silhouette of Delaware and slogan (2 copies),,,,TRUE,4,15,,Glue has caused some damage
1325,003,147,508686,07/03/1976,Burning of King George's Portrait,Gives schedule for events at Independence Festival `76 in Dover (2 copies),,,,FALSE,15,25.5,,Good
1325,003,147,508686,07/03/1976,Dedication of the State House,Gives schedule for events at Independence Festival `76 in Dover (2 copies),,,,FALSE,15,25.5,,Good
1325,003,147,508686,,Caesar Rodney's Ride,Picture by A. N. Wyeth depicting Rodney's Ride through the storm.  2 copies,,,,FALSE,28,17.5,,Good
1325,003,147,508686,12/07/2003,The Return of the Bill of Rights to the First State,Advertisement by the Delaware Public Archives for the Inaugural Exhibit of the Bill of Rights (2 Copies),,,,TRUE,20,16,,Excellent
1325,003,147,508686,11/03/1978,Delaware Energy Day,Poster gives various events occurring on Energy Day as well as information on the Delaware Energy Office (2 copies),,,,TRUE,17,11,,Fair
1325,003,147,508686,09/17/1987,"""We have hereunto Subscribed Our Names"" Celebrate Constitution Day","Features silhouettes of Delaware Constitution signers, advertising locations for event",,,,TRUE,23,14,,"Good, but Dover location circled in marker"
1325,003,147,508686,,"Delaware Agriculture, First Rate From the First State","Photograph of a wide variety of meats, seafoods, produce and dairy from the State of Delaware (2 copies)",,,,TRUE,24,36,,Excellent
1325,003,147,508686,1983,"American Farms, American Rural Communities","Photograph of barn and corn crib, gives information of lecture series at University of Delaware",,,,FALSE,22,12,,"Good, on simi-acidic mat"
1325,003,147,508686,03/1987,"Women's History as our Future, Honoring Generations of Compassion, Courage and Conviction","Celebrating Women's History Week in Delaware, painting of a female astronaut (2 Copies)",,,,TRUE,25,18.25,,Excellent
1325,003,147,508686,05/1999,"Exploring Delaware's Past; Blue Ball Tavern, Brandywine Hundred","Celebrating Delaware Archaeology Month, pictures of excavation site (2 Copies)",,,,TRUE,24,18,,Excellent
1325,003,147,508686,05/2000,"Exploring Delaware's Past; Fort Delaware State Park, Pea Patch Island","Sketch and pictures of Pea Patch Island, celebrating Delaware Archaeology Month",,,,TRUE,18,24,Tall Dog Studios,Excellent
1325,003,147,508686,05/2004,Soil Holds our Past Museums Present our Story,"For Delaware Archaeology Month, picture of tea cup and saucer with historical analysis along with pictures of Delaware museums (2 copies)",,,,TRUE,24,18,"Shipley Associates, Inc",Excellent
1325,003,147,508686,04/03/1982,"Teaching Delawareans, Issues in the History of Education",Picture of Children playing outside of octagonal school house in Cowgill's Corner,,,,TRUE,17,11,,Some small tears and smudges
1325,003,147,508686,1954,It's May Time in Delaware,"Features people in historic dress outside old supreme court, gives dates for various events in Delaware during the month of May",,,,TRUE,11,14,,Edges damaged
1325,003,147,508686,,Plants of the Tide Marsh,Illustrations with descriptions of various plants of the tide marsh by Anthony J. Florio,,,,TRUE,23,29,,Good
1325,003,147,508686,10/15/1999,"Public Invited, Delaware Veterans Memorial Cemetery - Sussex County Dedication",Picture of an Eagle flying with an American flag with soldiers running underneath (2 Copies),,,,TRUE,17,11,,Good
1325,003,147,508686,10/04/1989,H. M. S. Debraak,An exhibit at the Zwaanendael Museum for the findings from a ship wreck of a British War Ship,,,,TRUE,24,17.5,,Excellent
1325,003,147,508686,2001,"Historical Changes of Cape Henlopen, Delaware",Picture of Cape Henlopen's shore line over 70 years with charts and explanations of changes,,,,TRUE,24,36,,Good
1325,003,147,508686,,Main Street Dover is looking Up,Photo Montage of various historical structures in Dover,,,,TRUE,22,16,,Excellent
1325,003,000,508357,,"Dover Church Directory, Order of Services",Gives schedules for churches around Dover,,,,FALSE,22,14,,Corners are damaged and it has a lot of stains
1325,003,233,508357,,Williamsburg by George Fletcher Bennett,Photo montage of Williamsburg,,,,FALSE,18,24,"Historic Press, Wilmington",Good
1325,003,233,508357,05/11/1976,"Wilmington 1876, a bicentennial exhibit at the Hagley Museum",Street map of Wilmington from 1876,,,,TRUE,24,18,,Good
1325,003,233,508357,05/19/1956,A Day in Old New Castle,"Picture of Immanuel Church, an advertisement for the event",,,,TRUE,22,17,,Good
1325,003,233,508357,06/16/1961,Old New Castle on the Delaware during the Celebration of the Tercentenary,Picture of old Dutch House and a woman in historical dress (2 copies),,,,TRUE,22,14,,Good
1325,003,233,508357,06/16/1951,New Castle Tercentenary of Dutch Settlement 1651-1951,"Picture of Dutch girl and a windmill, advertising event",,,,TRUE,22,14,,Good
1325,003,233,508357,1967,"250 Years, Dover Delaware",A seal of participation for Greater Dover Area's 250th year celebration,,,,TRUE,15,10,,Good
1325,003,233,508357,05/18/1974,A day in Old New Castle,Picture of Immanuel Church and Cemetery,,,,TRUE,13,8.5,,Fair
1325,003,233,508357,03/11/1957,10 Die in Ship Collision and Explosion,"Two pictures of a Navy Tanker, U. S. N. S. Mission San Francisco, following a collision off New Castle Delaware",,,,TRUE,16,19,"Current News, Inc.",Some small tears
1325,003,233,508357,1931,Flags of American liberty 1732-1932,Pictures various flags using America with their names and descriptions,,,,TRUE,22,30,,Damage from being folded
1325,003,233,508357,,All About Liberty Bonds,Gives questions and answers about buying Liberty Bonds,,,,TRUE,24,18,,Paper very weak
1325,003,233,508357,,I am the Guard,"An extended poem recounting all the conflicts the guard has participated in, the poem is framed by illustrations",,,,TRUE,28,22,,Good
1325,003,233,508357,,Today's Air Power in Action: This Air Force Giant Can Swallow an ICBM,Picture of a U. S. Air Force plane and a picture of the plane's structure,,,,TRUE,12,16,,Large fold line down center
1325,003,233,508357,1957,Today's Air Power in Action: New Air Transport Concept Offers Multibillion Dollar Saving,Picture of a U. S. Air Force Plane and a picture inside its cargo hold,,,,FALSE,12.5,17,,Large fold line down center
1325,003,233,508357,05/29/2004,"A Tribute Past Due, Honoring Our Past to Ensure the Future",Advertising events to benefit the World War II Memorial Dedication,,,,FALSE,17,11,,Good
1325,003,233,508357,1975,"Delaware, The First State","Picture shows Caesar Rodney, signature of the 3 Delaware delegates, and the Old State House",,,,TRUE,11,8.5,"Charles Linnett Studios, Inc.",Good
1325,003,233,508354,12/07/1987,"Bicentennial of Dover, Delaware. Capital of the First State","An advertisement for local businesses, a cartoon map with businesses and landmarks in Dover",,,,TRUE,25,37,,Good
1325,003,233,508354,1998,"Moeckel Carbonell Associates Inc, Architects, Ninety Years, 1909-1998",Has a large decorative flag and along left side pictures of various sights they have worked on (2 copies),,,,TRUE,32,13,,Good
1325,003,233,508354,1987,Delaware,Picture of downtown Wilmington with Amish and women in historical dressing montage,,,,TRUE,23.5,17.75,Raintree Publishers Inc.,Good
1325,003,233,508354,05/19/1947,The Hecht Company Salutes the Citizens of Washington whose Homes are in Delaware… Industrial Diamond.,No 5 of a Series of the Hecht Company Tributes to the State Societies of the Nation's Capitol (2 Copies),,,,FALSE,22.5,16,,Good
1325,003,233,508353,,"Soil, Soul, and Sea",A reading and discussion project of the public libraries of Delmarva,,,,TRUE,36,22,,Good
1325,003,233,508353,1984,"John Dickinson High School, Class of 1984",Shows various scenes from high school like with Caption (2 Copies),,,,FALSE,15,24,,Good
1325,003,233,508353,09/08/1948,Delaware School open Wednesday,"2 small children pictured, letting them know when to begin school",,,,TRUE,22,16.5,,Good
1325,003,233,508353,12/29/1894,The Law Library Association of New Castle County,Lists By-Laws and library rules,,,,FALSE,14.5,19,,Edges severely damaged
1325,003,233,508352,1992,Public Service Recognition Week,Public Employee Making America work for you,,,,TRUE,36,24,,Fair
1325,003,233,508352,,Congress of the United States,Reproduction of the Bill of Rights (2 Copies),,,,FALSE,34,32,U. S. Government Printing Office,Fair except for damage from large center fold
1325,003,233,508352,,"Expounders of the Constitution, Chief Justices, Supreme Court of the United States",Portraits of the Chief Justices and their years of services,,,,TRUE,22,29,,Fair
1325,003,233,508352,1986,The Bicentennial of the United States Constitution 1787-1987,Scene of the signing of the Constitution by Howard Chandler Christy,,,,TRUE,19,23.5,,Good
1325,003,233,508352,,Vice Presidents of the United States Since the Founding of the Republic,Pictures of Vice Presidents Adams through Agnew with dates in office,,,,TRUE,17,22,Byron Weston Company,Good
1325,003,233,508352,,The Presidents of the United States Since the Founding of the Republic,"Pictures of Presidents Washington to Johnson, gives dates in office",,,,TRUE,17,22,Byron Weston Company,Good
1325,003,233,508352,,The Presidents of these United States a Record of  Leadership Since 1789,Pictures of Presidents Washington through Truman with dates in office,,,,TRUE,17,22,Byron Weston Company,Good
1325,003,233,508352,,Wilmington Rodney Square Sponsored by Delaware Association of Police,"Presented by dangerous drug and narcotics unit, picture of a trailer used for drug resistance education",,,,TRUE,14,22,,Top and bottom right corners torn
1325,003,233,508352,1961,The Gettysburg Address In Abraham Lincoln's Own Handwriting,A certificate presented by the American Heritage Foundation Award,,,,TRUE,20,16,,Good
1325,003,233,508352,,The Freedom Pledge,I am an American … gives the Freedom Pledge (4 Copies),,,,TRUE,20,13,,Good
1325,003,233,508351,1976,Music All Day Outdoor Café and The Green,"From bicentennial in Dover, advertising for music at celebration",,,,TRUE,24,36,,Good
1325,003,233,508351,1976,The Blue Hen Chicken,"From bicentennial in Dover, a real blue hen was on display for celebration",,,,TRUE,24,36,,Good
1325,003,233,508351,1976,Hard-Cast Pewter Bicentennial Medal,"From bicentennial in Dover, advertising the Official Medallion of the City of Dover",,,,TRUE,24,36,,Good
1325,003,233,508351,1976,Sign the Birthday Book,"From bicentennial in Dover, invites visitors to place their names in a time capsule (2 Copies)",,,,TRUE,24,36,,Good
1325,003,233,508351,1976,We Believe in Freedom of Speech!,"From bicentennial in Dover, invites visitors to make a speech from the bicentennial soap box in Dover",,,,TRUE,24,36,,"Pencil is smeared, otherwise good"
1325,003,233,508351,1976,Ice Cream Parlor located at Century,"From bicentennial in Dover, advertising ice cream parlor at celebration in Dover",,,,TRUE,24,36,,Good but poster is of poor quality
1325,003,233,508351,1976,Lose Yourself in our Outdoor Café,"From bicentennial in Dover, pictures a man and woman in period dress, advertising celebration's café in Dover",,,,TRUE,24,36,,Good
1325,003,233,508351,1976,Salutes America's Bicentennial,"From bicentennial, features unique star pattern (2 Copies)",,,,TRUE,28,22,,Good
1325,003,233,508351,April 1976,Up with People!,"From bicentennial, advertising a concert, photo montage",,,,TRUE,24,18,,Folding damage
1325,003,233,508351,1976,Caesar Rodney Ride July 1-2 1976,"From bicentennial, pictures Liberty Bell and Caesar Rodney on his horse",,,,TRUE,19.5,14,,Good
1325,003,233,508358,,Climb into the Old Uniform Buddy and Join the Big Parade to the American Legion National Convention,An older gentleman trying to fit into his old military uniform,,,,TRUE,41,28,,"Very damaged from tears, in Mylar"
1540,000,049,338389,,Let The Word Go Forth!!,A portrait of President John F. Kennedy and a quote from his inaugural address.  received from the Delaware Turnpike,,,,TRUE,16,12,,Good
1325,000,233,487171,,Delaware Becomes the First State,Scenes of Delaware's founders and political events surrounding the birth of the state,,,,TRUE,18,47.5,March Enterprises,Excellent
1800,000,091,395168,,"The Fight for You, Protect Them, Help the Red Cross Raise $100,000,000 at once",The Statue of Liberty protecting a wounded soldier with a Red Cross Shield,,,,TRUE,41,28,Latham,"Damage to edges, wrinkle marks along the center"
1800,000,091,395168,,What Can You Do? Join our Red Cross,Picture of Red Cross Nurse walking arm in arm with an injured soldier and a mother with her children,,,,TRUE,41,27.75,,Good
1800,000,091,395168,,If You Can't Go Across With a Gun Come Across With Your Part of the Red Cross Fund,American Soldiers and Europeans reaching across the Atlantic to America,,,,TRUE,41,28,The United Stated Printing and Lithograph Co,Good
1800,000,091,395168,,My Soldier,Young child with mother reciting a prayer for her; both promotion for Third Liberty Loan,,,,TRUE,41,28,,Many sizable tears
1800,000,091,395168,,Fight or Buy Bonds,Lady Liberty holding the American Flag and leading troops into Battle,,,,TRUE,41,30,Forbes - Boston,Torn up edges
1800,000,091,395168,,Gee!! I Wish I Were A Man.  I'd Join the Navy,"Attractive women In Sailor's outfit, recruitment poster for Navy",,,,TRUE,41,27,,Sizable tears on bottom
1800,000,091,508356,,Hold Up Your End!,Picture of a Red Cross Nurse holding on end of a stretcher,,,,TRUE,27.25,20.5,,Good
1800,000,091,508356,,Read These Facts About Your American Red Cross,"Picture of the Red Cross symbol, descriptions of the organization and its purpose",,,,TRUE,28,21,,Some damage to top edge
1800,000,091,508356,,"""The First Three!"" Give till it Hurts - they gave till they died","Picture of first 3 Americans to die in was, promotion for Red Cross War Fund",,,,TRUE,27.5,20.5,Second War Fund,Good
1800,000,091,508356,,Motherless - Fatherless - Starving How Much to Save These Little Lives?,Picture of Red Cross Nurse Surrounded by Children,,,,TRUE,27.5,20.5,Second War Fund,Good
1800,000,091,508356,,Think what you can afford to do - then double it. A life may depend on it - do you dare do less?,"Picture of the Red Cross Symbol, promotion for the  Red Cross War Fund",,,,TRUE,27.5,20.5,Second War Fund,Tear at top center
1800,000,091,508356,,While someone gives his life - What are you giving? - Think a minute,"Picture of Red Cross Symbol, Promotion for the Red Cross War Fund",,,,TRUE,27.5,20.5,Second War Fund,Tears on edges
1800,000,091,508356,,If you knew a day's pay would save a life - Would you give one day a month?,"Picture of Red Cross Symbol, Promotion for the Red Cross War Fund",,,,TRUE,27.5,20.5,Second War Fund,Good
1800,000,091,508356,,A little starving child brought back to life because you went without some luxury,"Picture of Red Cross Symbol, Promotion for the Red Cross War Fund",,,,TRUE,27.5,20.5,Second War Fund,Large tear on right side
1800,000,091,508356,,The Greatest Mother in the World,Picture of a Red Cross Nurse holding a wounded soldier (as though he was a baby),,,,TRUE,27.5,20.5,Second War Fund,Top right edge damaged
1800,000,091,508356,,Help the Red Cross,Picture of a Red Cross Nurse holding a wounded soldier,,,,TRUE,28,19,,Good
1800,000,091,508356,,Keep the Hand of Mercy at its Work,Arm of a Red Cross Nurse protecting an injured soldier and a mother and child from a battle,,,,TRUE,27.5,20.5,Second War Fund,Good
1800,000,091,508356,,,"Picture of a Red Cross Nurse reaching out for help, troops marching in the background",,,,TRUE,24,28,,Edges damaged
1800,000,091,508356,1917,USA Means You - Subscribe - At Once,Advertisement for the 2nd Liberty Loan of 1917,,,,TRUE,14,21,,Damage to edges and top left corner
1800,000,091,508356,1917,Women! Help America's Sons Win the War,"Picture of mother reaching out with battle scene in background, advertisement for the 2nd Liberty Loan",,,,TRUE,30,20,Edwards and Deutsh Lithograph Co,"Tear on bottom center, some damage to edges"
1800,000,091,508356,1917,Before Sunset buy a U.S. Government Bond of the 2nd Liberty Loan of 1917,"Picture of Statue of Liberty with a flag in the background, advertisement for the 2nd Liberty Loan",,,,TRUE,30,20,Sackett and Wilhelms Corp,Good
1800,000,091,508356,1917,"""Shall We Be More Tender with Our Dollars than with the Lives of Our Sons""","Picture of Uncle Sam with troops in the Background, advertisement for the 2nd Liberty Loan",,,,TRUE,30,20,"Illinois Lithograph Co, Chicago",Good
