Last Name,First Name,Middle,Prefix/Suffix,Comments,Started Serving,Ended Serving,Elected,GA #,District,County,Party,Office,Position,Ref,Barcode
Wheatley,Charles,H.,,1932 Special Session,1932,1932,,103,3,SC,D,State Representative,,,
Wheatley,Charles,H.,,1934 Special Session,1933,1934,,104,3,SC,D,State Representative,,,
Wheatley,Dale,E.,,,1953,1954,,117,3,SC,R,State Representative,,,
Wheatley,Dale,E.,,,1957,1959,,,,,,State Auditor,,,
Whitaker,William,,,"History of Delaware 16091888, by T Scharf",1864,1866,,,,,,,,,0
Whitby,John,,Esq.,,1863,1864,,,,NC,,State Representative,,,
White,Edward,,,,1793,1793,,,,KC,,State Senator,,,
White,Samuel,,,,1801,1809,,,,,,,,,
White,Samuel,,,"February to November, Journal has 1810,Died c. 1810",1801,1809,,,,,,US Senator,,"Journal, Conrad p. 260",
White,Daniel,,,,1802,1802,,,,,,State Senator,,,0
White,Daniel,,,,1802,,,,,,,US Senator,Speaker,Journal,
White,Samuel,,,,1803,,,,,,,State Representative,,,
White,Samuel,,,Speaker of the Senate,1803,1803,,,,,,State Senator,,,0
White,Samuel,,,,1812,1813,,,,KC,,State Representative,,,
White,John,,Esq.,,1828,1829,,,,SC,,State Representative,,,
White,Benjamin,,Esq.,,1859,1860,,,,SC,,State Representative,,,
White,John,,,,1887,1893,,,11,NC,,Wilmington City Council,,RG5100 Box 1,131598
White,Robert,C.,,,1895,1901,,,,,,Attorney General,,,
White,John,M.,,,1901,1902,,,10,KC,,State Representative,,,
White,William,G.,,,1905,1907,,,7,NC,,Wilmington City Council,,RG5100 Box 1,131598
White,Henry,Clayton,,,1911,1912,,,7,NC,,State Representative,,,
White,James,Frank,,,1911,1913,,,6,NC,,Wilmington City Council,,RG5100 Box 1,131598
White,William,P.,,,1913,1915,,,,NC,,Wilmington City Council,President  1913-1915,RG5100 Box 1,131598
White,Samuel,J.,,,1921,1922,,98,5,NC,R,State Representative,,,
White,James,B.,,,1923,1923,,,,,,Chief Clerk of the House,,,0
White,Harley,P.,,,1925,1926,,100,6,SC,R,State Representative,,,
White,Henry,C.,,,1935,1935,,105,7,NC,,State Representative,,,0
White,Joe,L.,,,1977,1980,,,3,NC,,Wilmington City Council,,RG5100 Box 1,131598
White,Joe,L.,,,1985,1992,,,3,NC,,Wilmington City Council,,RG5100 Box 1,131598
Whiteley,Henry,,,,1818,1821,,,,NC,,State Representative,,,
Whiteley,Henry,,,,1821,1821,,,,NC,,State Representative,,,0
Whiteley,Henry,,,,1824,1824,,,,NC,,State Senator,,"Journal, Conrad p. 264",
Whiteley,Henry,,,,1825,1827,,,,NC,,State Senator,,,0
Whiteley,Henry,,,,1826,1826,,,,NC,,State Senator,,,0
Whiteley,Benjamin,,Esq.,,1828,,,,,NC,,,,,
Whiteley,Benjamin,,Esq.,,1830,,,,,NC,,,,,
Whitely,William,G.,,,1845,1847,,,,NC,,Alderman; Wilmington,,RG5100 Box 1,131598
Whitely,William,G.,,,1856,1860,,,,,,,,,
Whitely,William,G.,,,1856,1860,,,,,,US Representative,,Conrad p. 261,0
Whitely,William,G.,,,1875,1878,,,,,,Mayor of Wilmington,,,
Whitely,William,G.,,,1875,1878,,,,NC,,Mayor; Wilmington City Council,,RG5100 Box 1,131598
Whiteman,Benjamin,,Esq.,,1831,1832,,,,NC,,State Representative,,,
Whiteman,J.,Harvey,,,1889,1890,,,,NC,,State Representative,,,
Whiteman,J.,Harvey,Esq.,,1893,1894,,,,NC,,State Representative,Speaker,,
Whiteman,J.,Harvey,,,1895,1897,,,,,,Secretary of State,,Conrad p. 260,
Whitney,Isaac,N.,Esq.,,1897,1898,,,,SC,,State Representative,,,
Whittock,Joseph,,Esq.,,1893,1894,,,,NC,,State Representative,,,
Wier,Richard,,,,1975,1979,,,,,,Attorney General,,,
Wiggins,William,B.,,,1849,1850,,,,NC,,Clerk; Wilmington,,RG5100 Box 1,131598
Wiggins,William,B.,,,1855,1856,,,,,,Mayor of Wilmington,,,
Wiggins,William,B.,,,1855,1856,,,,NC,,Mayor; Wilmington,,RG5100 Box 1,131598
Wilding,John,H.,,,1984,,,,,,,New Castle County Justice of the Peace,,,
Wilds,James,D.,Esq.,,1841,1842,,,,KC,,State Representative,,,
Wilds,William,,,"History of Delaware 16091888, by T Scharf",1868,1870,,,,,,,,,0
Wilds,J.,Frank,Esq.,,1873,1876,,,,KC,,State Representative,,,
Wilgus,Robert,E.,,,1953,1954,,117,4,SC,R,State Senator,,,
Wilgus,Robert,E.,,,1955,1956,,118,4,SC,,State Senator,,,0
Wilgus,William,F.,,,1961,1962,,121,4,SC,R,State Senator,,,
Wilkinson,Roland,H.,,,1955,1956,,118,7,KC,D,State Representative,,,
Willey,Stansbury,J.,,,1891,1893,,,,,,Mayor of Wilmington,,,
Willey,Stansbury,J.,,,1891,1893,,,,NC,,Mayor; Wilmington,,RG5100 Box 1,131598
Willey,Ralph,Emory,,1936 Special Session,1936,1936,,105,2,SC,,State Representative,,,0
Willey,Ralph,Emory,,,1937,1938,,106,2,SC,,State Representative,,,0
Willey,Earle,D.,,,1941,"1942, 1943",,,,,,Secretary of State,,,
Willey,Earle,D.,,,1942,1944,,,,,,,,,
Williams,John,,,,1795,1797,,,,SC,,State Representative,,,
Williams,Peter,,,,1807,1807,,,,NC,,State Representative,,,
Williams,Peter,,,,1808,1808,,,,NC,,State Representative,,,
Williams,John,,,,1810,1813,,,,KC,,State Representative,,,
Williams,Spencer,,,,1814,1818,,,,KC,,State Representative,,,
Williams,Spencer,,Esq.,,1824,1825,,,,KC,,State Representative,,,
Williams,Spencer,,,,1826,1832,,,,,,State Auditor,,"Journal, Conrad p. 260",
Williams,James,,,,1857,1858,,,,KC,,State Representative,,,
Williams,James,,Esq.,,1863,1864,,,,KC,,State Representative,,,
Williams,James,,,,1867,1868,,,,KC,,State Senator,,,
Williams,James,,,,1869,1870,,,,KC,,State Senator,Speaker,,
Williams,James,,,,1874,1878,,,,,,,,,
Williams,James,,,,1874,1878,,,,,,US Representative,,Conrad p. 262,0
Williams,Amos,C.,,,1881,1882,,,,KC,,State Representative,,,
Williams,Reynear,,,,1881,1882,,,,KC,,State Representative,,,
Williams,Thomas,N.,,,1881,1882,,,,SC,,State Representative,Speaker,,
Williams,James,,,,1883,1884,,,,KC,,State Representative,,,
Williams,James,,,,1891,1892,,,,KC,,State Senator,,,
Williams,James,,,,1893,1894,,,,KC,,State Senator,,,0
Williams,William,G.,,,1907,1908,,,7,SC,,State Representative,,,
Williams,Henry,,,,1913,1914,,,,KC,,State Senator,,,
Williams,Albert,N.,,,1913,1917,,,12,NC,,Wilmington City Council,,RG5100 Box 1,131598
Williams,Harvey,,,,1915,1916,,95,7,NC,R,State Representative,,,
Williams,Henry,,,,1915,1916,,,,KC,,State Senator,,,0
Williams,George,S.,,,1931,1935,,,,,,Treasurer,,,
Williams,George,S.,,,1938,1940,,,,,,,,,
Williams,Fred,M,,"State Manuels, RR at Archives",1945,1947,,,,,,,,,0
Williams,John,J.,,,1947,1971,,,,,,,,,
Williams,Wilmer,F.,,Special Session December,1951,1952,,116,7,NC,R,State Representative,,,
Williams,Wilmer,F.,,,1953,1954,,117,4,NC,R,State Senator,,,
Williams,Wilmer,F.,,,1955,1956,,118,3,NC,,State Senator,,,0
Williams,Wilmer,F.,,,1957,1958,,119,3,NC,,State Senator,,,0
Williams,Earl,K.,,,1966,1969,,,,,,Sussex County Justice of the Peace,,,
Williams,Donna,Lee H.,,,1993,,,,,,,Insurance Commissioner,,,
Williamson,Adam,,,,1802,1803,,,,NC,,State Representative,,,
Williamson,Nicholas,G.,,,1811,1816,,,,NC,,State Representative,,,
Williamson,Nicholas,G.,,,1820,1820,,,,NC,,State Representative,,,
Williamson,Harry,,Esq.,,1831,1834,,,,NC,,State Representative,,,
Williamson,Nicholas,G.,,,1832,1834,,,,NC,,Alderman; Wilmington,,RG5100 Box 1,131598
Williamson,Nicholas,G.,,,1834,1842,,,,,,Mayor of Wilmington,,,
Williamson,Nicholas,G.,,,1834,1842,,,,NC,,Mayor; Wilmington,,RG5100 Box 1,131598
Williamson,Harry,,Esq.,,1839,1840,,,,NC,,State Representative,,,
Williamson,John,F.,Esq.,,1861,1862,,,,NC,,State Representative,Speaker,"Journal, Conrad p. 265",
Williamson,Charles,,Esq.,,1861,1862,,,,KC,,State Representative,,,
Williamson,John,F.,,,1863,1864,,,,NC,,State Senator,,,
Williamson,John,F.,,,1865,1866,,,,NC,,State Senator,,,0
Williamson,Charles,,,"History of Delaware 16091888, by T Scharf",1872,1874,,,,,,,,,0
Williamson,C.,L.,,,1885,1885,,,,,,Chief Clerk of the House,,,0
Williamson,Clinton,L.,,,1909,1910,,,9,KC,,State Representative,,,
Willis,Jonathan,S.,,,1894,1896,,,,,,,,,
Willis,Jonathan,S.,,,1894,1896,,,,,,US Representative,,Conrad p. 262,0
Willis,George,A.,,,1899,1905,,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Willis,Jonathan,S.,,,1941,1942,,108,10,KC,R,State Representative,,,
Willis,Richard,W.,,,1941,1942,,108,11,NC,R,State Representative,,,
Willits,W.,Roy,,1944 Special Session,1943,1944,,109,2,NC,R,State Representative,,,
Willits,W.,Roy,,,1947,1955,,,,NC,,City Clerk; Wilmington,,RG5100 Box 1,131598
Willits,W.,Roy,,,1947,1955,,,,NC,,Clerk; Wilmington City Council,,RG5100 Box 1,131598
Wilson,William,,,"History of Delaware 16091888, by T Scharf",1704,1723,,,,,,,,,0
Wilson,George,,,,1792,1792,,,,KC,,State Representative,Speaker,,
Wilson,George,,,Replaced James Morris,1794,1794,,,,KC,,State Senator,,,
Wilson,John,,,,1810,1810,,,,SC,,State Representative,,,
Wilson,John,,,,1820,1822,,,,SC,,State Representative,,,
Wilson,David,C.,,,1841,1842,,,,NC,,Wilmington Alderman,,RG5100 Box 1,131598
Wilson,David,C.,,,1843,1845,,,,,,Mayor of Wilmington,,,
Wilson,David,C.,,,1843,1845,,,,NC,,Mayor; Wilmington,,RG5100 Box 1,131598
Wilson,David,C.,Esq.,,1843,1844,,,,NC,,State Representative,,,
Wilson,Edwin,A.,,,1843,1846,,,3,NC,,Wilmington City Council,,RG5100 Box 1,131598
Wilson,David,C.,Esq.,,1855,1856,,,,NC,,State Representative,,,
Wilson,James,F.,,,1862,1865,,,4,NC,,Wilmington City Council,,RG5100 Box 1,131598
Wilson,John,C.,Esq.,,1865,1866,,,,KC,,State Representative,,,
Wilson,John,T.,,,1885,1886,,,,NC,,State Representative,,,
Wilson,"Thomas, Jr.",R.,,,1887,1888,,,,SC,,State Representative,,,
Wilson,William,,,,1895,1896,,,,NC,,State Representative,,,
Wilson,Robert,H.,Esq.,,1897,1898,,,,KC,,State Representative,,,
Wilson,Elwood,L.,,,1904,1905,,,10,NC,,State Representative,,,
Wilson,Horace,,,,1905,1909,,,,,,Mayor of Wilmington,,,
Wilson,Horace,,,,1905,1909,,,,NC,,Mayor; Wilmington,,RG5100 Box 1,131598
Wilson,Elwood,L.,,,1906,1907,,,10,NC,,State Representative,,,
Wilson,John,P.,,Died 1907,1907,1907,,,9,NC,,State Representative,,,
Wilson,John,M.,,,1911,1912,,,10,NC,,State Representative,,,
Wilson,Thomas,R.,,,1921,1923,,,,,,Insurance Commissioner,,,
Wilson,Henry,,,,1921,1922,,98,3,NC,R,State Representative,,,
Wilson,John,E.,,,1921,1922,,98,1,KC,D,State Representative,,,
Wilson,George,Almond,,1932 Special Session,1932,1932,,103,10,KC,D,State Representative,,,
Wilson,George,Almond,,1934 Special Session,1933,1934,,104,10,KC,D,State Representative,,,
Wilson,Joseph,S.,,,1945,1949,,,,,,Mayor of Wilmington,,,
Wilson,Joseph,S.,,"Replaced the resigned Thomas Herlihy, Jr.",1946,1947,,,,NC,,Mayor; Wilmington,,RG5100 Box 1,131598
Wilson,John,W.,,,1946,1946,,110,10,SC,R,State Representative,,,
Wilson,Joseph,S.,,,1947,1949,,,,NC,,Mayor; Wilmington,,RG5100 Box 1,131598
Wiltbank,Robert,,,,1815,1815,,,,SC,,State Representative,,,
Wiltbank,John,,,,1827,1827,,,,SC,,State Representative,,,
Winchester,William,J.,,,1925,1941,,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
Winchester,William,J.,,,1949,1950,,115,1,NC,R,State Representative,,,
Winchester,William,J.,,Special Session December,1951,1952,,116,1,NC,R,State Representative,,,
Windle,Caleb,P.,,,1876,1878,,,3,NC,,Wilmington City Council,,RG5100 Box 1,131598
Winthrup,William,,,,1927,1928,,101,2,NC,R,State Representative,,,
Wintrup,William,,,,1925,1926,,100,2,NC,R,State Representative,,,
Wix,Howard,,,"State Manuels, RR at Archives",1925,1926,,,,,,,,,0
Wolcott,Caleb,,,"History of Delaware 16091888, by T Scharf",1840,1842,,,,,,,,,0
Wolcott,James,L.,,May also be spelled Walcott,1879,1883,,,,,,Secretary of State,,Conrad p. 260,
Wolcott,James,L.,,,1892,,,,,,,Chancellor,,,
Wolcott,James,,,,1895,,,,,,,US Senator,,Journal,
Wolcott,Josiah,O.,,,1913,1917,,,,,,Attorney General,,,
Wolcott,Josiah,O.,,,1917,1921,,,,,,,,,
Wolcott,Josiah,O.,,,1921,1921,,,,,,Chancellor,,,
Wolcott,Daniel,F.,,,1950,,,,,,,Chancellor,,,
Wolcott,Daniel,F.,,,1964,,,,,,,Chief Justice,,,
Wolf,Henry,H.,,,1955,1956,,118,9,NC,R,State Representative,,,
Wolf,Henry,H.,,,1957,1958,,119,9,NC,R,State Representative,,,0
Wolfe,Jacob,,,,1800,1801,,,,SC,,State Representative,,,
Womach,Emily,H.,,,1971,1973,,,,,,Treasurer,,,
Wood,John,,Esq.,,1817,1817,,,,KC,,State Representative,,,
Wood,Peter,,,,1878,1880,,,8,NC,,Wilmington City Council,,RG5100 Box 1,131598
Wood,Harvey,Y.,,,1943,1949,,,7,NC,,Wilmington City Council,,RG5100 Box 1,131598
Wood,Robert,R.,,,1955,1956,,118,6,NC,R,State Representative,,,
Woodall,John,,Esq.,,1847,1848,,,,KC,,State Representative,,,
Woodall,John,,Esq.,,1855,1856,,,,KC,,State Representative,,,
Woodkeeper,Henry,H.,,,1881,1882,,,,NC,,State Representative,,,
Woodward,W.,Cheairs,,,1898,1899,,,,NC,,State Representative,,,
Woodward,Abner,,,,1939,1940,,107,7,NC,R,State Representative,,,
Woodward,Abner,,,,1941,1942,,108,7,NC,R,State Representative,,,
Woolman,David,,,,1865,1868,,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Wooten,Elijah,E.,,,1927,1928,,101,5,SC,D,State Representative,,,
Wootten,Peter,G.,,,1810,1810,,,,SC,,State Representative,,,
Wootten,Alfred,R.,,,1860,1864,,,,,,Attorney General,,,
Wright,Gardner,H.,Esq.,,1841,1842,,,,SC,,State Representative,,,
Wright,Gardiner,H.,,Journal confirmed 1843,1841,1843,,,,,,Treasurer,,"Journal, Conrad p. 259",
Wright,Charles,,Esq.,,1845,1846,,,,SC,,State Representative,,,
Wright,John,,,,1856,1857,,,,NC,,Alderman; Wilmington,,RG5100 Box 1,131598
Wright,John,,,,1859,1860,,,,NC,,Alderman; Wilmington,,RG5100 Box 1,131598
Wright,Custis,W.,,,1865,1871,,,,,,Secretary of State,,Conrad p. 260,
Wright,Robert,B.,Esq.,,1873,1874,,,,KC,,State Representative,,,
Wright,Andrew,J.,Esq.,,1877,1878,,,,KC,,State Representative,,,
Wright,Andrew,J.,,,1901,1902,,,15,NC,,State Representative,,,
Wright,Charles,,,,1901,1902,,,,SC,,State Senator,,,
Wright,Charles,,,,1903,1904,,,,SC,,State Senator,,,0
Wright,Andrew,J.,,,1906,1907,,,15,NC,,State Representative,,,
Wright,Andrew,J.,,,1911,1912,,,15,NC,,State Representative,,,
Wright,Fred,M.,,,1935,1935,,105,5,SC,D,State Representative,,,
Wright,Norris,,,,1935,1936,,105,5,NC,,State Senator,,,0
Wright,Norris,N.,,1 special session 1936,1936,1936,,105,5,NC,R,State Senator,,,
Wright,Norris,N.,,,1937,1938,,106,5,NC,,State Senator,,,0
Wright,Edward,F.,,,1959,1960,,120,3,KC,D,State Representative,,,
Wright,Carl M,,,"State Manuels, & Comm of Elections Results",1975,1977,,,,,,,,,0
Wright,Carl,M,,Commissioner of Elections results,1985,1993,,,,,,,,,0
Yates,Charles,L.,,"Appointed Jan. 9, 1975 to replace George J. Fisher  96th Session",1975,1992,,,7,NC,,Wilmington City Council,,RG5100 Box 1,131598
Yeates,Jasper,,,,1707,,,,,,,Chief Justice,,,
Yeates,Jasper,,,,1717,,,,,,,Chief Justice,,,
Yerkes,Robert,H.,,,1943,1944,,109,5,KC,,State Senator,,,0
Yerkes,Robert,H.,,,1945,1946,,110,5,KC,,State Senator,,,0
Yerkes,Donald,F.,,,1970,1982,,,,,,Sussex County Justice of the Peace,,,
Young,Thomas,,,,1832,1834,,,,NC,,Wilmington City Council,,RG5100 Box 1,131598
Young,Thomas,,,,1857,1858,,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
Young,Thomas,,,,1858,1860,,,,,,Mayor of Wilmington,,,
Young,Thomas,,,,1858,1860,,,,NC,,Mayor; Wilmington,,RG5100 Box 1,131598
Young,H.,Albert,,,1951,1955,,,,,,Attorney General,,,
Zabielski,Joseph,T.,,"Zabielski appointed vice Leroy F. Hawke June 1, 1933",1933,1935,,,11,NC,,Wilmington City Council,,RG5100 Box 1,131598
Zebley,Henry,Wentworth,,,1895,1897,,,7,NC,,Wilmington City Council,,RG5100 Box 1,131598
Zebley,Charles,M.,,,1901,1905,,,12,NC,,Wilmington City Council,,RG5100 Box 1,131598
Zebley,Frank,R.,,,1935,1935,,105,2,NC,,State Representative,,,0
Zebley,Frank,R.,,1936 Special Session,1936,1936,,105,2,NC,,State Representative,,,0
Zebley,Frank,R.,,,1937,1938,,106,2,NC,,State Representative,,,0
Zebley,Frank,R.,,,1939,1940,,107,2,NC,,State Representative,,,0
Zimmerman,Jacob,,,,1911,1915,,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Zimmerman,Jacob,W.,,,1985,1986,,133,17,KC,,State Senator,,,0
Zimmerman,Jacob,W.,,,1987,1988,,134,17,KC,,State Senator,,,0
Zuber,William,L.,,Special Session December,1951,,,116,1,NC,R,State Representative,,,0
Bedford,Gunning,,Sr.,,1796,1797,**,,,NC,F,Governor,,,
Lammot,Eugene,,,,1857,,1857-1960,,,,,Mayor of Wilmington,,,
Titus,Thomas,,,,1863,1867,1863,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
Clarke,William,J.,,,1865,1867,1865,,,,,Treasurer,,,
Dorsey,George,W.,,,1865,1869,1865,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
McInall,Ed.,,,,1865,1866,1865,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
McCluskey,Charles,,,James Conner appointed vice McCluskey in 39th Session,1869,1870,1869,,4,NC,,Wilmington City Council,,RG5100 Box 1,131598
Gilbert,William,L.,,Peter Huested appointed vice Gilbert 40th Session; Was not involved in the 41st Session,1870,1871,1870,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Baker,Joshua,,,,1871,1872,1871,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
Lichtenstein,Maximilian,L.,,,1874,1875,1874,,7,NC,,Wilmington City Council,,RG5100 Box 1,131598
Comegys,Joseph,P.,,,1876,,1876,,,,,Chief Justice,,,
Pickles,Henry,F.,,,1876,1877,1876,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
Conrad,Aaron,,,,1877,1879,1877,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
Downing,Henry,W.,,,1877,1880,1877,,6,NC,,Wilmington City Council,,RG5100 Box 1,131598
Hazlett,Bennett,,,,1877,1878,1877,,8,NC,,Wilmington City Council,,RG5100 Box 1,131598
Abele,George,,,,1879,1887,1879,,4,NC,,Wilmington City Council,,RG5100 Box 1,131598
Allen,Alvan,,,,1879,1880,1879,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
Hanna,William,,,,1879,1880,1879,,10,NC,,Wilmington City Council,,RG5100 Box 1,131598
Smith,David,R.,,,1879,1886,1879,,9,NC,,Wilmington City Council,,RG5100 Box 1,131598
File,Joseph,C.,,,1882,1883,1882,,9,NC,,Wilmington City Council,,RG5100 Box 1,131598
Newell,John,M.,,,1882,1887,1882,,11,NC,,Wilmington City Council,,RG5100 Box 1,131598
Quinn,William,H.,,,1882,1883,1882,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
Farrell,Martin,,,,1883,1886,1883,,4,NC,,Wilmington City Council,,RG5100 Box 1,131598
Ryan,Charles,A.,,,1887,1890,1887,,10,NC,,Wilmington City Council,,RG5100 Box 1,131598
Hersey,Solomon,,,Hersey appointed vice Augustus F. Messick 60th Session,1892,1895,1892,,,NC,,City Clerk; Wilmington,,RG5100 Box 1,131598
Hersey,Solomon,,,Hersey appointed vice Augustus F. Messick 60th Session,1892,1895,1892,,,NC,,Clerk; Wilmington City Council,,RG5100 Box 1,131598
Cannon,Philip,L,,,1/15/1901,1/17/1905,1900,,,SC,R,Lt. Governor,,,
Parker,Isaac,Thomas,,,1/17/1905,1/19/1909,1904,,,NC,R,Lt. Governor,,,
Mendinhall,John,M,,,1/19/1909,1/21/1913,1908,,,NC,R,Lt. Governor,,,
Ferguson,Colen,,,,1/21/1913,1/16/1917,1912,,,NC,D,Lt. Governor,,,
Eliason,Lewis,E,,Died in office,1/16/1917,5/2/1919,1916,,,NC,R,Lt. Governor,,,
Johnson,Everett,C.,,,1918,1919,1917-1921,,,,,Secretary of State,,,
Bush,Joshua,Danforth,,,1/18/1921,1/20/1925,1920,,,NC,R,Lt. Governor,,,
Anderson,James,Hall,,,1/20/1925,1/15/1929,1924,,,KC,R,Lt. Governor,,,
Hazel,James,Henry,,,1/15/1929,1/17/1933,1928,,,KC,R,Lt. Governor,,,
Townsend,John,G.,,,1929,,1929-1941,,,,,,,,
Corley,Roy,F,Dr,,1/17/1933,1/19/1937,1932,,,KC,R,Lt. Governor,,,
Smith,Walter,Dent,,,1935,1937,1934,,,,,Secretary of State,,,
Cooch,Edward,W,,Delaware College and Harvard Law School,1/19/1937,1/21/1941,1936,,,NC,R,Lt. Governor,,,
Allen,William,F.,,,1936,1938,1936-1938,,,,,,,,
Green,P.,Warren,,,1933,1939,1939,,,,,Attorney General,,,
MacCollum,Isaac,J,Dr,,1/21/1941,1/16/1945,1940,,,NC,D,Lt. Governor,,,
Storey,William,J.,,,1945,1949,1942,,,,,Secretary of State,,,
Carvel,Elbert,N,,,1916/1945,1/18/1949,1944,,,SC,D,Lt. Governor,,,
Bayard,Alexis,I du Pont,,,1/18/1949,1/20/1953,1948,,,NC,D,Lt. Governor,,,
Frear,J.,Allen,,,,1953,1949-1961,,,,,US Senator,,Journal,
Rollins,John,W,,,1/20/1953,1/15/1957,1952,,,SC,R,Lt. Governor,,,
Buckson,David,P,,Left office to become Governor,1/15/1957,12/30/1960,1956,,,KC,R,Lt. Governor,,,
Davis,Vera,G.,,,1957,1959,1956,,,KC,R,Treasurer,,,
McDowell,John,N.,,,1953,1955,1958,,,,,Secretary of State,,,
Schultz,George,J.,,,1958,1961,1958-1961,,,,,Secretary of State,,,
McDowell,Harris,B.,,,1958,1966,1958-1966,,,,,,,,
Lammot,Eugene,,,,1/17/1961,1/19/1965,1960,,,NC,D,Lt. Governor,,,
Annett,John,H.,,,1963,1964,1962,122,2,SC,R,State Representative,,,
Atkins,Robert,B.,,,1963,1964,1962,122,6,SC,D,State Representative,,,
Bartleson,T.,Lees,,,1963,1964,1962,122,6,NC,R,State Representative,,,0
Best,William,T.,,,1963,1964,1962,122,10,SC,R,State Representative,,,
Blendt,Carlton,,Jr.,,1963,1964,1962,122,15,NC,D,State Representative,,,0
Bookhammer,Eugene,,,,1963,1964,1962,122,5,SC,R,State Senator,,,
Busker,Glenn,W.,,,1963,1964,1962,122,1,KC,D,State Representative,,,
Casey,Andrew,,,,1963,1964,1962,122,8,NC,R,State Representative,,,
Clifton,Carlton,,,,1963,1964,1962,122,1,SC,D,State Representative,,,
Cook,Allen,J.,,,1963,1964,1962,122,2,KC,,State Senator,,,0
Correll,Jacob,A.,,,1963,1964,1962,122,11,NC,R,State Representative,,,
Darling,Gooden,,,,1963,1964,1962,122,4,KC,D,State Representative,,,
Davidson,Robert,C.,,,1963,1964,1962,122,12,NC,D,State Representative,,,
Dineen,Russell,D. F.,,,1963,1964,1962,122,2,NC,D,State Representative,,,
Donovan,Leon,E.,,,1963,1964,1962,122,4,KC,,State Senator,,,0
Downs,Robert,N.,III,,1963,1964,1962,122,7,NC,R,State Representative,,,0
duPont,Reynolds,,,,1963,1964,1962,122,3,NC,,State Senator,,,0
Eskridge,Norman,A.,,,1963,1964,1962,122,3,SC,D,State Representative,,,0
Exley,George,H.,,,1963,1964,1962,122,9,KC,D,State Representative,,,
Fifer,Harvey,P.,,,1963,1964,1962,122,7,KC,R,State Representative,,,
Graham,George,S,,"State Manuels, RR at Archives",1963,1965,1962,,,,,,,,0
Hale,Everett,,,,1963,1964,1962,122,9,NC,R,State Representative,,,
Hanlon,Thomas,J.,,,1963,1964,1962,122,5,NC,D,State Representative,,,
Hocker,Wilbert,E.,,,1963,1964,1962,122,7,SC,R,State Representative,,,
Hoey,Walter,J.,,,1963,1964,1962,122,1,SC,,State Senator,,,0
Isaacs,M.,Martin,,,1963,1964,1962,122,9,SC,D,State Representative,,,
Isaacs,J.,Donald,,,1963,1964,1962,122,7,NC,R,State Senator,,,
Jarrell,Maurice,N.,,,1963,1964,1962,122,5,KC,R,State Representative,,,
Johnson,B.,Walter,,,1963,1964,1962,122,6,NC,,State Senator,,,0
Keenan,Ralph,S.,,original database has both parties listed,1963,1964,1962,122,3,NC,,State Representative,,,
Kirby,George,W.,,,1963,1964,1962,122,10,KC,D,State Representative,,,
Lammot,Eugene,,,,1963,1965,1962,122,,,,State Senator,President,,0
Latina,Joseph,,,Appointed April 1963 to replace Joseph A. Martin in 93rd Session,1963,1964,1962,,12,NC,,Wilmington City Council,,RG5100 Box 1,131598
Lord,Evelyn,M.,,,1963,1964,1962,122,1,NC,R,State Senator,,,
Lowe,Granville,T.,,,1963,1964,1962,122,4,SC,D,State Representative,,,
Manning,Margaret,R.,,,1963,1964,1962,122,4,NC,,State Senator,,,0
Martin,Joseph,A.,,Elected 3/23/1963 to replace Reilly who died,1963,1964,1962,122,2,NC,D,State Senator,,,
McCullough,Calvin,R.,,,1963,1964,1962,122,5,NC,,State Senator,,,0
McGinnis,James,D.,,,1963,1964,1962,122,2,KC,D,State Representative,,,
Phillips,W.,Harrison,,,1963,1964,1962,122,5,SC,D,State Representative,,,
Pratt,J.,Reynolds,,,1963,1964,1962,122,3,KC,D,State Representative,,,
Price,Henry,T.,,District 2 in 1963,1963,1964,1962,122,2,KC,,State Senator,,,0
Quigley,James,R.,,,1963,1964,1962,122,10,NC,D,State Representative,,,0
Reilly,John,E.,Sr.,Died 2/26/1963,1963,1963,1962,122,2,NC,,State Senator,President Pro-tem,,0
Robbins,George,A.,,,1963,1964,1962,122,5,KC,D,State Senator,,,
Shockley,Paul,E.,,,1963,1964,1962,122,4,NC,D,State Representative,,,0
Shulties,Dawson,H.,,Could be H. Dawson,1963,1964,1962,122,6,KC,D,State Representative,,,
Simpson,Walton,H.,,,1963,1964,1962,122,3,KC,,State Senator,,,0
Steen,Curtis,W.,,,1963,1964,1962,122,3,SC,,State Senator,,,0
Tribbitt,Sherman,W.,,,1963,1964,1962,122,13,NC,D,State Representative,,,
Tull,Earle,M.,,,1963,1964,1962,122,2,SC,,State Senator,,,0
Walls,Joseph,B.,,,1963,1964,1962,122,8,SC,D,State Representative,,,
